n,a,m2,contagious_set,computation_time,timestamp
30,20,6,"[4, 6, 8, 10, 13, 22]",0.008986711502075195,2025-12-17T21:45:37.536121
30,22,3,"[4, 7, 23]",0.0014977455139160156,2025-12-17T21:45:37.537682
30,23,3,"[0, 10, 20]",0.0012657642364501953,2025-12-17T21:45:37.538967
30,25,4,"[8, 14, 18, 25]",0.003916025161743164,2025-12-17T21:45:37.542900
30,26,4,"[0, 7, 14, 21]",0.0029675960540771484,2025-12-17T21:45:37.545893
30,28,3,"[0, 1, 2]",0.0013065338134765625,2025-12-17T21:45:37.547218
30,29,2,"[21, 23]",0.00040340423583984375,2025-12-17T21:45:37.547641
31,1,2,"[21, 23]",0.0004189014434814453,2025-12-17T21:45:37.548092
31,2,3,"[0, 1, 2]",0.0013031959533691406,2025-12-17T21:45:37.549413
31,4,4,"[0, 7, 14, 21]",0.0031964778900146484,2025-12-17T21:45:37.552627
31,5,4,"[7, 13, 17, 22]",0.003784656524658203,2025-12-17T21:45:37.556442
31,6,2,"[0, 3]",0.0003066062927246094,2025-12-17T21:45:37.556769
31,7,3,"[0, 10, 20]",0.0012664794921875,2025-12-17T21:45:37.558050
31,8,4,"[3, 21, 23, 28]",0.003855466842651367,2025-12-17T21:45:37.561921
31,9,2,"[1, 13]",0.0004956722259521484,2025-12-17T21:45:37.562455
31,10,4,"[0, 7, 14, 21]",0.0030019283294677734,2025-12-17T21:45:37.565477
31,11,3,"[1, 13, 18]",0.0016467571258544922,2025-12-17T21:45:37.567143
31,12,3,"[7, 8, 23]",0.0016050338745117188,2025-12-17T21:45:37.568774
31,13,3,"[2, 17, 28]",0.001711130142211914,2025-12-17T21:45:37.570503
31,14,2,"[0, 3]",0.0003170967102050781,2025-12-17T21:45:37.570836
31,15,3,"[8, 14, 20]",0.002363920211791992,2025-12-17T21:45:37.573216
31,16,3,"[8, 14, 20]",0.0023567676544189453,2025-12-17T21:45:37.575592
31,17,2,"[0, 3]",0.0003619194030761719,2025-12-17T21:45:37.575972
31,18,3,"[2, 17, 28]",0.0017330646514892578,2025-12-17T21:45:37.577720
31,19,3,"[7, 8, 23]",0.0016357898712158203,2025-12-17T21:45:37.579372
31,20,3,"[1, 13, 18]",0.0015835762023925781,2025-12-17T21:45:37.580970
31,21,4,"[0, 7, 14, 21]",0.00426173210144043,2025-12-17T21:45:37.585249
31,22,2,"[1, 13]",0.0006892681121826172,2025-12-17T21:45:37.586007
31,23,4,"[3, 21, 23, 28]",0.0039064884185791016,2025-12-17T21:45:37.589944
31,24,3,"[0, 10, 20]",0.0012943744659423828,2025-12-17T21:45:37.591269
31,25,2,"[0, 3]",0.0003120899200439453,2025-12-17T21:45:37.591602
31,26,4,"[7, 13, 17, 22]",0.004292726516723633,2025-12-17T21:45:37.595918
31,27,4,"[0, 7, 14, 21]",0.003197193145751953,2025-12-17T21:45:37.599173
31,29,3,"[0, 1, 2]",0.0013272762298583984,2025-12-17T21:45:37.600545
31,30,2,"[21, 23]",0.00044727325439453125,2025-12-17T21:45:37.601017
32,1,2,"[15, 17]",0.0004127025604248047,2025-12-17T21:45:37.601531
32,2,3,"[0, 1, 2]",0.0014655590057373047,2025-12-17T21:45:37.603017
32,4,4,"[0, 1, 2, 3]",0.0032150745391845703,2025-12-17T21:45:37.606255
32,5,4,"[0, 8, 16, 24]",0.003233194351196289,2025-12-17T21:45:37.609530
32,6,2,"[0, 3]",0.0003247261047363281,2025-12-17T21:45:37.609917
32,7,3,"[0, 17, 28]",0.0019202232360839844,2025-12-17T21:45:37.611858
32,8,5,"[0, 6, 12, 18, 24]",0.00588679313659668,2025-12-17T21:45:37.617779
32,9,2,"[1, 7]",0.0003826618194580078,2025-12-17T21:45:37.618215
32,10,3,"[8, 14, 15]",0.0016694068908691406,2025-12-17T21:45:37.619902
32,11,4,"[0, 8, 16, 24]",0.0033452510833740234,2025-12-17T21:45:37.623268
32,12,3,"[10, 21, 27]",0.0017442703247070312,2025-12-17T21:45:37.625037
32,13,2,"[0, 16]",0.0001609325408935547,2025-12-17T21:45:37.625215
32,14,4,"[1, 7, 15, 17]",0.003704071044921875,2025-12-17T21:45:37.628935
32,15,3,"[17, 23, 29]",0.0021753311157226562,2025-12-17T21:45:37.631148
32,17,3,"[17, 23, 29]",0.0021584033966064453,2025-12-17T21:45:37.633326
32,18,4,"[1, 7, 15, 17]",0.0033805370330810547,2025-12-17T21:45:37.636728
32,19,2,"[0, 16]",0.00015926361083984375,2025-12-17T21:45:37.636904
32,20,3,"[10, 21, 27]",0.0017521381378173828,2025-12-17T21:45:37.638676
32,21,4,"[0, 8, 16, 24]",0.003353595733642578,2025-12-17T21:45:37.642050
32,22,3,"[8, 14, 15]",0.0016918182373046875,2025-12-17T21:45:37.643778
32,23,2,"[1, 7]",0.0003838539123535156,2025-12-17T21:45:37.644197
32,24,5,"[0, 6, 12, 18, 24]",0.005669116973876953,2025-12-17T21:45:37.649882
32,25,3,"[0, 17, 28]",0.0019183158874511719,2025-12-17T21:45:37.651819
32,26,2,"[0, 3]",0.00032401084899902344,2025-12-17T21:45:37.652166
32,27,4,"[0, 8, 16, 24]",0.0031900405883789062,2025-12-17T21:45:37.655373
32,28,4,"[0, 1, 2, 3]",0.003222227096557617,2025-12-17T21:45:37.658613
32,30,3,"[0, 1, 2]",0.0017790794372558594,2025-12-17T21:45:37.660411
32,31,2,"[15, 17]",0.0005733966827392578,2025-12-17T21:45:37.661036
33,1,2,"[15, 17]",0.00040912628173828125,2025-12-17T21:45:37.661481
33,2,3,"[0, 1, 2]",0.0014562606811523438,2025-12-17T21:45:37.662956
33,4,4,"[0, 1, 2, 3]",0.003200054168701172,2025-12-17T21:45:37.666179
33,5,4,"[0, 8, 16, 24]",0.0031812191009521484,2025-12-17T21:45:37.669380
33,7,4,"[1, 7, 15, 17]",0.003724336624145508,2025-12-17T21:45:37.673121
33,8,3,"[0, 11, 22]",0.0013916492462158203,2025-12-17T21:45:37.674533
33,10,2,"[5, 18]",0.0009002685546875,2025-12-17T21:45:37.675450
33,11,6,"[0, 5, 10, 15, 20, 25]",0.009061336517333984,2025-12-17T21:45:37.684546
33,13,3,"[1, 7, 17]",0.0017271041870117188,2025-12-17T21:45:37.686320
33,14,3,"[0, 11, 22]",0.0013973712921142578,2025-12-17T21:45:37.687738
33,16,4,"[0, 1, 2, 3]",0.0037643909454345703,2025-12-17T21:45:37.691520
33,17,4,"[0, 1, 2, 3]",0.004058122634887695,2025-12-17T21:45:37.695617
33,19,3,"[0, 11, 22]",0.0013494491577148438,2025-12-17T21:45:37.697006
33,20,3,"[1, 7, 17]",0.001646280288696289,2025-12-17T21:45:37.698681
33,22,6,"[0, 5, 10, 15, 20, 25]",0.009112119674682617,2025-12-17T21:45:37.707815
33,23,2,"[5, 18]",0.0009696483612060547,2025-12-17T21:45:37.708845
33,25,3,"[0, 11, 22]",0.0013928413391113281,2025-12-17T21:45:37.710280
33,26,4,"[1, 7, 15, 17]",0.00360870361328125,2025-12-17T21:45:37.713909
33,28,4,"[0, 8, 16, 24]",0.003192424774169922,2025-12-17T21:45:37.717125
33,29,4,"[0, 1, 2, 3]",0.0032999515533447266,2025-12-17T21:45:37.720445
33,31,3,"[0, 1, 2]",0.0015590190887451172,2025-12-17T21:45:37.722021
33,32,2,"[15, 17]",0.0004169940948486328,2025-12-17T21:45:37.722467
34,1,2,"[15, 17]",0.0004239082336425781,2025-12-17T21:45:37.722929
34,2,3,"[0, 1, 2]",0.0015451908111572266,2025-12-17T21:45:37.724493
34,4,4,"[0, 1, 2, 3]",0.003199338912963867,2025-12-17T21:45:37.727729
34,5,4,"[0, 8, 16, 24]",0.0031130313873291016,2025-12-17T21:45:37.730861
34,6,2,"[0, 3]",0.0003418922424316406,2025-12-17T21:45:37.731221
34,7,3,"[2, 16, 22]",0.0019555091857910156,2025-12-17T21:45:37.733192
34,8,4,"[12, 14, 26, 28]",0.0037107467651367188,2025-12-17T21:45:37.736921
34,9,2,"[1, 7]",0.0004754066467285156,2025-12-17T21:45:37.737416
34,10,3,"[2, 16, 22]",0.0020880699157714844,2025-12-17T21:45:37.739547
34,11,3,"[2, 16, 22]",0.001880645751953125,2025-12-17T21:45:37.741451
34,12,3,"[1, 7, 17]",0.0016222000122070312,2025-12-17T21:45:37.743095
34,13,3,"[2, 4, 12]",0.0020177364349365234,2025-12-17T21:45:37.745137
34,14,2,"[0, 17]",0.00017952919006347656,2025-12-17T21:45:37.745334
34,15,3,"[1, 7, 17]",0.00177764892578125,2025-12-17T21:45:37.747128
34,16,4,"[4, 10, 13, 17]",0.00446319580078125,2025-12-17T21:45:37.751610
34,18,4,"[4, 10, 13, 17]",0.004940032958984375,2025-12-17T21:45:37.756568
34,19,3,"[1, 7, 17]",0.0017273426055908203,2025-12-17T21:45:37.758350
34,20,2,"[0, 17]",0.00016450881958007812,2025-12-17T21:45:37.758535
34,21,3,"[2, 4, 12]",0.0019268989562988281,2025-12-17T21:45:37.760479
34,22,3,"[1, 7, 17]",0.0015463829040527344,2025-12-17T21:45:37.762043
34,23,3,"[2, 16, 22]",0.001844644546508789,2025-12-17T21:45:37.763906
34,24,3,"[2, 16, 22]",0.002026796340942383,2025-12-17T21:45:37.765955
34,25,2,"[1, 7]",0.000396728515625,2025-12-17T21:45:37.766377
34,26,4,"[12, 14, 26, 28]",0.0037131309509277344,2025-12-17T21:45:37.770106
34,27,3,"[2, 16, 22]",0.0019838809967041016,2025-12-17T21:45:37.772117
34,28,2,"[0, 3]",0.0003437995910644531,2025-12-17T21:45:37.772482
34,29,4,"[0, 8, 16, 24]",0.003218412399291992,2025-12-17T21:45:37.775721
34,30,4,"[0, 1, 2, 3]",0.003353595733642578,2025-12-17T21:45:37.779115
34,32,3,"[0, 1, 2]",0.0015306472778320312,2025-12-17T21:45:37.780690
34,33,2,"[15, 17]",0.00042438507080078125,2025-12-17T21:45:37.781132
35,1,2,"[15, 17]",0.0004360675811767578,2025-12-17T21:45:37.781609
35,2,3,"[0, 1, 2]",0.0014801025390625,2025-12-17T21:45:37.783109
35,4,4,"[0, 1, 2, 3]",0.0036172866821289062,2025-12-17T21:45:37.786752
35,5,4,"[0, 8, 16, 24]",0.0033621788024902344,2025-12-17T21:45:37.790155
35,6,2,"[0, 3]",0.00036144256591796875,2025-12-17T21:45:37.790533
35,7,5,"[1, 2, 5, 13, 14]",0.0065381526947021484,2025-12-17T21:45:37.797087
35,8,3,"[0, 11, 22]",0.0014393329620361328,2025-12-17T21:45:37.798550
35,9,2,"[1, 7]",0.0004611015319824219,2025-12-17T21:45:37.799036
35,10,4,"[10, 17, 21, 27]",0.004251956939697266,2025-12-17T21:45:37.803307
35,11,4,"[0, 8, 16, 24]",0.0033299922943115234,2025-12-17T21:45:37.806693
35,12,3,"[10, 21, 27]",0.0020904541015625,2025-12-17T21:45:37.808819
35,13,3,"[1, 7, 17]",0.0016260147094726562,2025-12-17T21:45:37.810485
35,14,5,"[1, 2, 5, 13, 14]",0.0067596435546875,2025-12-17T21:45:37.817271
35,15,3,"[10, 21, 27]",0.0020482540130615234,2025-12-17T21:45:37.819360
35,16,2,"[0, 3]",0.0003662109375,2025-12-17T21:45:37.819747
35,17,4,"[0, 1, 2, 3]",0.003735780715942383,2025-12-17T21:45:37.823501
35,18,4,"[0, 1, 2, 3]",0.003887176513671875,2025-12-17T21:45:37.827435
35,19,2,"[0, 3]",0.00036334991455078125,2025-12-17T21:45:37.827828
35,20,3,"[10, 21, 27]",0.001983642578125,2025-12-17T21:45:37.829829
35,21,5,"[1, 2, 5, 13, 14]",0.007505893707275391,2025-12-17T21:45:37.837354
35,22,3,"[1, 7, 17]",0.0015952587127685547,2025-12-17T21:45:37.839008
35,23,3,"[10, 21, 27]",0.002087831497192383,2025-12-17T21:45:37.841116
35,24,4,"[0, 8, 16, 24]",0.0033309459686279297,2025-12-17T21:45:37.844467
35,25,4,"[10, 17, 21, 27]",0.004406929016113281,2025-12-17T21:45:37.848896
35,26,2,"[1, 7]",0.0004715919494628906,2025-12-17T21:45:37.849396
35,27,3,"[0, 11, 22]",0.001459360122680664,2025-12-17T21:45:37.850874
35,28,5,"[1, 2, 5, 13, 14]",0.006616830825805664,2025-12-17T21:45:37.857508
35,29,2,"[0, 3]",0.0003643035888671875,2025-12-17T21:45:37.857901
35,30,4,"[0, 8, 16, 24]",0.003438711166381836,2025-12-17T21:45:37.861358
35,31,4,"[0, 1, 2, 3]",0.0038716793060302734,2025-12-17T21:45:37.865250
35,33,3,"[0, 1, 2]",0.0015482902526855469,2025-12-17T21:45:37.866832
35,34,2,"[15, 17]",0.0004456043243408203,2025-12-17T21:45:37.867297
36,1,2,"[15, 17]",0.0004582405090332031,2025-12-17T21:45:37.867790
36,2,3,"[0, 1, 2]",0.0015344619750976562,2025-12-17T21:45:37.869346
36,4,4,"[0, 1, 2, 3]",0.00383758544921875,2025-12-17T21:45:37.873201
36,5,4,"[9, 13, 17, 21]",0.004471778869628906,2025-12-17T21:45:37.877698
36,7,4,"[9, 13, 17, 21]",0.004049777984619141,2025-12-17T21:45:37.881794
36,8,4,"[1, 12, 34, 35]",0.003793954849243164,2025-12-17T21:45:37.885621
36,10,3,"[1, 7, 17]",0.001748800277709961,2025-12-17T21:45:37.887393
36,11,2,"[6, 34]",0.0005252361297607422,2025-12-17T21:45:37.887938
36,13,2,"[0, 10]",0.0006427764892578125,2025-12-17T21:45:37.888598
36,14,3,"[2, 16, 22]",0.002239704132080078,2025-12-17T21:45:37.890853
36,16,4,"[1, 2, 5, 27]",0.004005908966064453,2025-12-17T21:45:37.894878
36,17,4,"[13, 17, 22, 23]",0.00472712516784668,2025-12-17T21:45:37.899645
36,19,4,"[13, 17, 22, 23]",0.00476527214050293,2025-12-17T21:45:37.904438
36,20,4,"[1, 2, 5, 27]",0.003854513168334961,2025-12-17T21:45:37.908327
36,22,3,"[2, 16, 22]",0.0023517608642578125,2025-12-17T21:45:37.910702
36,23,2,"[0, 10]",0.0006582736968994141,2025-12-17T21:45:37.911403
36,25,2,"[6, 34]",0.0005564689636230469,2025-12-17T21:45:37.911980
36,26,3,"[1, 7, 17]",0.0017578601837158203,2025-12-17T21:45:37.913757
36,28,4,"[1, 12, 34, 35]",0.003881692886352539,2025-12-17T21:45:37.917660
36,29,4,"[9, 13, 17, 21]",0.004567384719848633,2025-12-17T21:45:37.922252
36,31,4,"[9, 13, 17, 21]",0.004389047622680664,2025-12-17T21:45:37.926680
36,32,4,"[0, 1, 2, 3]",0.003701448440551758,2025-12-17T21:45:37.930417
36,34,3,"[0, 1, 2]",0.0015451908111572266,2025-12-17T21:45:37.931983
36,35,2,"[15, 17]",0.00044345855712890625,2025-12-17T21:45:37.932445
37,1,2,"[15, 17]",0.00045609474182128906,2025-12-17T21:45:37.932938
37,2,3,"[0, 1, 2]",0.001527547836303711,2025-12-17T21:45:37.934485
37,4,4,"[0, 1, 2, 3]",0.003604888916015625,2025-12-17T21:45:37.938120
37,5,4,"[5, 13, 14, 32]",0.0048067569732666016,2025-12-17T21:45:37.942947
37,6,2,"[0, 3]",0.00039696693420410156,2025-12-17T21:45:37.943415
37,7,4,"[1, 7, 15, 17]",0.0037736892700195312,2025-12-17T21:45:37.947215
37,8,3,"[18, 23, 36]",0.0022139549255371094,2025-12-17T21:45:37.949454
37,9,2,"[1, 7]",0.0004911422729492188,2025-12-17T21:45:37.949965
37,10,3,"[2, 16, 22]",0.002737283706665039,2025-12-17T21:45:37.952721
37,11,4,"[10, 15, 24, 29]",0.004226207733154297,2025-12-17T21:45:37.956990
37,12,3,"[1, 7, 17]",0.0018796920776367188,2025-12-17T21:45:37.958919
37,13,4,"[8, 15, 34, 35]",0.005339860916137695,2025-12-17T21:45:37.964285
37,14,3,"[2, 16, 22]",0.002115964889526367,2025-12-17T21:45:37.966430
37,15,3,"[17, 23, 29]",0.0026717185974121094,2025-12-17T21:45:37.969125
37,16,4,"[1, 7, 15, 17]",0.00393366813659668,2025-12-17T21:45:37.973078
37,17,2,"[0, 3]",0.0003886222839355469,2025-12-17T21:45:37.973514
37,18,4,"[0, 1, 2, 3]",0.003686666488647461,2025-12-17T21:45:37.977221
37,19,4,"[0, 1, 2, 3]",0.003680706024169922,2025-12-17T21:45:37.980925
37,20,2,"[0, 3]",0.000385284423828125,2025-12-17T21:45:37.981328
37,21,4,"[1, 7, 15, 17]",0.004269599914550781,2025-12-17T21:45:37.985623
37,22,3,"[17, 23, 29]",0.0026590824127197266,2025-12-17T21:45:37.988320
37,23,3,"[2, 16, 22]",0.0020525455474853516,2025-12-17T21:45:37.990403
37,24,4,"[8, 15, 34, 35]",0.005220174789428711,2025-12-17T21:45:37.995644
37,25,3,"[1, 7, 17]",0.0019359588623046875,2025-12-17T21:45:37.997609
37,26,4,"[10, 15, 24, 29]",0.004291057586669922,2025-12-17T21:45:38.001921
37,27,3,"[2, 16, 22]",0.002305746078491211,2025-12-17T21:45:38.004248
37,28,2,"[1, 7]",0.0005178451538085938,2025-12-17T21:45:38.004805
37,29,3,"[18, 23, 36]",0.002371072769165039,2025-12-17T21:45:38.007200
37,30,4,"[1, 7, 15, 17]",0.003923654556274414,2025-12-17T21:45:38.011149
37,31,2,"[0, 3]",0.00038170814514160156,2025-12-17T21:45:38.011555
37,32,4,"[5, 13, 14, 32]",0.004442930221557617,2025-12-17T21:45:38.016020
37,33,4,"[0, 1, 2, 3]",0.004431724548339844,2025-12-17T21:45:38.020514
37,35,3,"[0, 1, 2]",0.0016129016876220703,2025-12-17T21:45:38.022181
37,36,2,"[15, 17]",0.00047469139099121094,2025-12-17T21:45:38.022685
38,1,2,"[15, 17]",0.000484466552734375,2025-12-17T21:45:38.023210
38,2,3,"[0, 1, 2]",0.0016505718231201172,2025-12-17T21:45:38.024884
38,4,4,"[0, 1, 2, 3]",0.003679513931274414,2025-12-17T21:45:38.028585
38,5,4,"[1, 5, 13, 14]",0.0042188167572021484,2025-12-17T21:45:38.032826
38,6,2,"[0, 3]",0.0003981590270996094,2025-12-17T21:45:38.033250
38,7,3,"[16, 27, 37]",0.0032150745391845703,2025-12-17T21:45:38.036485
38,8,3,"[1, 7, 17]",0.0018911361694335938,2025-12-17T21:45:38.038407
38,9,2,"[1, 7]",0.0004699230194091797,2025-12-17T21:45:38.038899
38,10,5,"[0, 7, 14, 21, 28]",0.007205486297607422,2025-12-17T21:45:38.046123
38,11,3,"[1, 7, 17]",0.002379894256591797,2025-12-17T21:45:38.048543
38,12,3,"[10, 21, 27]",0.002015829086303711,2025-12-17T21:45:38.050595
38,13,3,"[17, 23, 29]",0.0024747848510742188,2025-12-17T21:45:38.053093
38,14,4,"[1, 7, 15, 17]",0.0037016868591308594,2025-12-17T21:45:38.056828
38,15,3,"[2, 16, 22]",0.002434968948364258,2025-12-17T21:45:38.059289
38,16,2,"[0, 19]",0.00017762184143066406,2025-12-17T21:45:38.059483
38,17,4,"[1, 7, 15, 17]",0.0040738582611083984,2025-12-17T21:45:38.063574
38,18,4,"[3, 5, 7, 31]",0.0054628849029541016,2025-12-17T21:45:38.069064
38,20,4,"[3, 5, 7, 31]",0.005414247512817383,2025-12-17T21:45:38.074515
38,21,4,"[1, 7, 15, 17]",0.0040950775146484375,2025-12-17T21:45:38.078646
38,22,2,"[0, 19]",0.00018095970153808594,2025-12-17T21:45:38.078850
38,23,3,"[2, 16, 22]",0.0028679370880126953,2025-12-17T21:45:38.081736
38,24,4,"[1, 7, 15, 17]",0.00374603271484375,2025-12-17T21:45:38.085526
38,25,3,"[17, 23, 29]",0.0025594234466552734,2025-12-17T21:45:38.088113
38,26,3,"[10, 21, 27]",0.0021333694458007812,2025-12-17T21:45:38.090267
38,27,3,"[1, 7, 17]",0.001995086669921875,2025-12-17T21:45:38.092281
38,28,5,"[0, 7, 14, 21, 28]",0.007447242736816406,2025-12-17T21:45:38.099751
38,29,2,"[1, 7]",0.00047397613525390625,2025-12-17T21:45:38.100273
38,30,3,"[1, 7, 17]",0.0018935203552246094,2025-12-17T21:45:38.102187
38,31,3,"[16, 27, 37]",0.003168821334838867,2025-12-17T21:45:38.105376
38,32,2,"[0, 3]",0.0003960132598876953,2025-12-17T21:45:38.105795
38,33,4,"[1, 5, 13, 14]",0.004232645034790039,2025-12-17T21:45:38.110046
38,34,4,"[0, 1, 2, 3]",0.004513263702392578,2025-12-17T21:45:38.114580
38,36,3,"[0, 1, 2]",0.0016126632690429688,2025-12-17T21:45:38.116253
38,37,2,"[15, 17]",0.0004737377166748047,2025-12-17T21:45:38.116754
39,1,2,"[15, 17]",0.0004742145538330078,2025-12-17T21:45:38.117265
39,2,3,"[0, 1, 2]",0.0016694068908691406,2025-12-17T21:45:38.118953
39,4,4,"[0, 1, 2, 3]",0.0036437511444091797,2025-12-17T21:45:38.122615
39,5,4,"[1, 5, 13, 14]",0.0042002201080322266,2025-12-17T21:45:38.126842
39,7,4,"[9, 10, 27, 38]",0.005227804183959961,2025-12-17T21:45:38.132115
39,8,4,"[0, 17, 28, 37]",0.00418853759765625,2025-12-17T21:45:38.136344
39,10,3,"[0, 13, 26]",0.0016214847564697266,2025-12-17T21:45:38.137993
39,11,3,"[16, 22, 38]",0.0022156238555908203,2025-12-17T21:45:38.140227
39,13,9,"[0, 4, 8, 12, 16, 20, 24, 28, 32]",0.02056574821472168,2025-12-17T21:45:38.160817
39,14,2,"[6, 34]",0.0005843639373779297,2025-12-17T21:45:38.161522
39,16,3,"[0, 13, 26]",0.001544952392578125,2025-12-17T21:45:38.163089
39,17,4,"[1, 7, 15, 17]",0.003926515579223633,2025-12-17T21:45:38.167038
39,19,4,"[0, 1, 2, 3]",0.003930091857910156,2025-12-17T21:45:38.170990
39,20,4,"[0, 1, 2, 3]",0.004234790802001953,2025-12-17T21:45:38.175252
39,22,4,"[1, 7, 15, 17]",0.0040585994720458984,2025-12-17T21:45:38.179364
39,23,3,"[0, 13, 26]",0.0014910697937011719,2025-12-17T21:45:38.180906
39,25,2,"[6, 34]",0.0005483627319335938,2025-12-17T21:45:38.181475
39,26,9,"[0, 4, 8, 12, 16, 20, 24, 28, 32]",0.020194292068481445,2025-12-17T21:45:38.201691
39,28,3,"[16, 22, 38]",0.002268075942993164,2025-12-17T21:45:38.204008
39,29,3,"[0, 13, 26]",0.0015482902526855469,2025-12-17T21:45:38.205580
39,31,4,"[0, 17, 28, 37]",0.004693508148193359,2025-12-17T21:45:38.210296
39,32,4,"[9, 10, 27, 38]",0.005095958709716797,2025-12-17T21:45:38.215475
39,34,4,"[1, 5, 13, 14]",0.0041446685791015625,2025-12-17T21:45:38.219664
39,35,4,"[0, 1, 2, 3]",0.0038704872131347656,2025-12-17T21:45:38.223569
39,37,3,"[0, 1, 2]",0.002002239227294922,2025-12-17T21:45:38.225621
39,38,2,"[15, 17]",0.0004930496215820312,2025-12-17T21:45:38.226174
40,1,2,"[15, 17]",0.0005052089691162109,2025-12-17T21:45:38.226725
40,2,3,"[0, 1, 2]",0.0016620159149169922,2025-12-17T21:45:38.228410
40,4,4,"[0, 1, 2, 3]",0.0038356781005859375,2025-12-17T21:45:38.232271
40,5,4,"[1, 5, 13, 14]",0.004480123519897461,2025-12-17T21:45:38.236784
40,6,2,"[0, 3]",0.0004100799560546875,2025-12-17T21:45:38.237219
40,7,4,"[0, 10, 20, 30]",0.0038084983825683594,2025-12-17T21:45:38.241044
40,8,5,"[14, 23, 25, 27, 37]",0.00864267349243164,2025-12-17T21:45:38.249729
40,9,2,"[1, 7]",0.0004906654357910156,2025-12-17T21:45:38.250252
40,10,6,"[0, 6, 12, 18, 24, 30]",0.01033163070678711,2025-12-17T21:45:38.260604
40,11,4,"[4, 24, 29, 38]",0.005883455276489258,2025-12-17T21:45:38.266525
40,12,3,"[1, 7, 17]",0.0019652843475341797,2025-12-17T21:45:38.268529
40,13,4,"[0, 10, 20, 30]",0.004422664642333984,2025-12-17T21:45:38.272973
40,14,3,"[14, 26, 34]",0.002171039581298828,2025-12-17T21:45:38.275213
40,15,3,"[14, 32, 38]",0.0020902156829833984,2025-12-17T21:45:38.277331
40,16,5,"[12, 13, 19, 25, 34]",0.00971221923828125,2025-12-17T21:45:38.287070
40,17,2,"[0, 20]",0.00021648406982421875,2025-12-17T21:45:38.287346
40,18,4,"[3, 5, 15, 36]",0.006017446517944336,2025-12-17T21:45:38.293390
40,19,4,"[7, 24, 29, 34]",0.004966020584106445,2025-12-17T21:45:38.298393
40,21,4,"[7, 24, 29, 34]",0.005596637725830078,2025-12-17T21:45:38.304041
40,22,4,"[3, 5, 15, 36]",0.005946636199951172,2025-12-17T21:45:38.310071
40,23,2,"[0, 20]",0.00020456314086914062,2025-12-17T21:45:38.310331
40,24,5,"[12, 13, 19, 25, 34]",0.010750770568847656,2025-12-17T21:45:38.321104
40,25,3,"[14, 32, 38]",0.002240419387817383,2025-12-17T21:45:38.323407
40,26,3,"[14, 26, 34]",0.002264261245727539,2025-12-17T21:45:38.325705
40,27,4,"[0, 10, 20, 30]",0.003943681716918945,2025-12-17T21:45:38.329670
40,28,3,"[1, 7, 17]",0.002034425735473633,2025-12-17T21:45:38.331724
40,29,4,"[4, 24, 29, 38]",0.005941629409790039,2025-12-17T21:45:38.337693
40,30,6,"[0, 6, 12, 18, 24, 30]",0.010566473007202148,2025-12-17T21:45:38.348311
40,31,2,"[1, 7]",0.0004994869232177734,2025-12-17T21:45:38.348860
40,32,5,"[14, 23, 25, 27, 37]",0.009042024612426758,2025-12-17T21:45:38.357923
40,33,4,"[0, 10, 20, 30]",0.0039017200469970703,2025-12-17T21:45:38.361852
40,34,2,"[0, 3]",0.00042557716369628906,2025-12-17T21:45:38.362297
40,35,4,"[1, 5, 13, 14]",0.005479574203491211,2025-12-17T21:45:38.367797
40,36,4,"[0, 1, 2, 3]",0.003673076629638672,2025-12-17T21:45:38.371530
40,38,3,"[0, 1, 2]",0.001678466796875,2025-12-17T21:45:38.373229
40,39,2,"[15, 17]",0.0005035400390625,2025-12-17T21:45:38.373752
41,1,2,"[6, 8]",0.0005371570587158203,2025-12-17T21:45:38.374324
41,2,3,"[0, 1, 2]",0.0016608238220214844,2025-12-17T21:45:38.376002
41,4,4,"[0, 1, 2, 3]",0.004037380218505859,2025-12-17T21:45:38.380058
41,5,4,"[9, 13, 17, 21]",0.004747629165649414,2025-12-17T21:45:38.384844
41,6,2,"[0, 3]",0.0004248619079589844,2025-12-17T21:45:38.385298
41,7,4,"[0, 10, 20, 30]",0.0033416748046875,2025-12-17T21:45:38.388658
41,8,4,"[1, 7, 17, 40]",0.0038611888885498047,2025-12-17T21:45:38.392538
41,9,2,"[5, 34]",0.0005776882171630859,2025-12-17T21:45:38.393136
41,10,4,"[5, 18, 35, 40]",0.0048258304595947266,2025-12-17T21:45:38.397979
41,11,3,"[12, 26, 34]",0.0022192001342773438,2025-12-17T21:45:38.400220
41,12,3,"[14, 28, 37]",0.002187967300415039,2025-12-17T21:45:38.402427
41,13,4,"[0, 10, 20, 30]",0.0036284923553466797,2025-12-17T21:45:38.406077
41,14,5,"[0, 8, 16, 24, 32]",0.007325410842895508,2025-12-17T21:45:38.413431
41,15,3,"[4, 13, 36]",0.002927541732788086,2025-12-17T21:45:38.416429
41,16,3,"[0, 13, 26]",0.0016124248504638672,2025-12-17T21:45:38.418074
41,17,3,"[4, 17, 38]",0.002802133560180664,2025-12-17T21:45:38.420904
